HOME


The Paramony
An internet version of Biblical References for The Urantia Book
by Duane Faw

Key to Column Headings

1  Pg.Ppg — Refers to page numbering in Urantia Foundation editions of The Urantia Book. Paragraphs are numbered with the first full paragraph from the top of the page and are numbered sequentially down the page.
2  P:S.p — Refers to Paper number, section number within the paper, and the paragraph number within the section. The P:S.p links to the referenced paragraph of the Standardized version of The Urantia Book.
3  Key Words — The words or concepts which, in the mind of the author, connect the Bible and The Urantia Book.
4  Bible Notation — Bible book, such as 1 Corinthians, chapter, and verse numbers. The Bible notation links to the referenced book, chapter and verse of the King James translation of the Bible.
5  Class — Categorizations for references in which:
S = "Same" — Both books recite the same incident.
R = "Refer" — One book quotes from, or refers to an incident contained in, the other.
C = "Compare" — One book relates matter which, although not the same as the other, is significant to reinforce, modify or contradict the other.
1 Pg.Ppg	2 P:S.p	3 Key Words	4 Bible Book Ch:Vs	5 Class
874:41-43	78:7.3	Genealogy	Genesis 11:10	C
874:43-46	78:7.3	Easy way out	Genesis 6:5	C
875:01-07	78:7.4	No worldwide flood	Genesis 7:10	C
875:08-09	78:7.5	Noah lived	Genesis 6:9	C
875:09-17	78:7.5	The real flood	Genesis 7:10	C
876:38	78:8.8	Sargon	Isaiah 20:1	C
881:25	79:3.4	Paradise Trinity	Acts of the Apostles 2:32	C
879:34	79:1.9	One God in heaven+	2 Chronicles 20:6	C
879:34	79:1.9	One God in heaven+	2 Chronicles 36:23	C
881:25	79:3.4	Paradise Trinity, early view	1 Corinthians 12:4	C
881:25	79:3.4	Paradise Trinity	2 Corinthians 13:14	C
879:34	79:1.9	One God in heaven+	Daniel 2:18	C
879:34	79:1.9	One God in heaven+	Deuteronomy 4:39	R
879:34	79:1.9	One God in heaven+	Ecclesiastes 5:2	C
879:34	79:1.9	One God in heaven+	Ezra 1:2	C
879:34	79:1.9	One God in heaven+	Ezra 5:11	C
879:34	79:1.9	One God in heaven+	Genesis 24:3	R
881:25	79:3.4	Paradise Trinity	Job 5:7	C
887:20	79:8.4	One Truth	John 14:6	R
879:34	79:1.9	One God in heaven+	Joshua 2:11	C
879:34	79:1.9	One God in heaven+	1 Kings 8:23	C
881:25	79:3.4	Paradise Trinity	Matthew 28:19	C
879:34	79:1.9	One God in heaven+	Nehemiah 1:4	C
879:34	79:1.9	One God in heaven+	Psalms 80:14	C
879:34	79:1.9	One God in heaven+	Psalms 136:26	C
895:37-38	80:7.7	Eve cult	Genesis 3:20	C
900:31-33	81:1.4	Menial labor	Genesis 3:17	C
900:33-35	81:1.4	Pastoral preferred	Genesis 4:2	C
908:40-43	81:6.18	One language	Genesis 11:1	C
915:13	82:2.5	Female bias	1 Corinthians 14:34	C
919:03-04	82:5.5	Barren widows	Deuteronomy 25:5	C
919:10	82:5.6	Outmarriage	Exodus 2:16	C
917:33-34	82:3.4	Women as property	Genesis 29:18	C
918:46	82:5.4	Abraham's sister/wife	Genesis 20:12	C
919:01-03	82:5.5	Sister/wife dominated others	Genesis 16:6	C
919:01-03	82:5.5	Sister/wife dominated others	Genesis 21:9	C
919:10	82:5.6	Outmarriage	Genesis 16:2	C
915:13	82:2.5	Female bias	Leviticus 12:2	C
918:46-47	82:5.4	Prohibited unions	Leviticus 18:9	C
919:03-04	82:5.5	Barren widows	Luke 20:28	C
919:03-04	82:5.5	Barren widows	Mark 12:19	C
919:03-04	82:5.5	Barren widows	Matthew 22:24	C
919:10	82:5.6	Outmarriage	Numbers 12:1	C
917:33-34	82:3.4	Women as property	Ruth 4:10	C
925:39-40	83:5.1	Divorce	Deuteronomy 24:1	C
926:12-14	83:5.4	Proxy husbands	Deuteronomy 25:5	C
924:04-05	83:3.2	Buying wives	Genesis 29:18	C
926:12-14	83:5.4	Proxy husbands	Genesis 38:6	C
926:12-14	83:5.4	Proxy husbands	Luke 20:28	C
926:12-14	83:5.4	Proxy husbands	Mark 12:19	C
926:12-14	83:5.4	Proxy husbands	Matthew 22:24	C
932:01-02	84:1.3	Breath of life	Genesis 2:7	C
932:41-43	84:2.1	Blood of life	Leviticus 15:19	C
932:41-43	84:2.1	Blood of life	Leviticus 17:11	C
934:03	84:3.2	The Lord is my shepherd	Psalms 23:1	R
935:24-25	84:4.4	Blame women	Genesis 3:12	C
935:36-38	84:4.6	Childbirth "unclean"	Leviticus 12:2	C
935:36-38	84:4.6	Childbirth "unclean"	Luke 2:22	C
936:08-10	84:4.8	Quarantine	Leviticus 15:19	C
936:10-11	84:4.8	Defiled by touching	Leviticus 15:21	C
940:29-30	84:7.10	Love of grandkids	Proverbs 17:6	C
942:01-10	84:7.30	Child rearing	Proverbs 22:6	C
947:01-02	85:4.1	Baptism+	Acts of the Apostles 1:5	C
947:16	85:4.2	Angels of fire	Acts of the Apostles 7:30	C
946:23	85:3.3	Serpent worship (Da 14:23)+	Bel and the Dragon 1:23	C
946:02-03	85:2.4	Holy groves+	2 Chronicles 33:19	C
947:16	85:4.2	Angels of fire	2 Chronicles 7:1	C
947:26-28	85:4.4	Fire reverence+	2 Chronicles 33:6	C
945:37-38	85:2.2	Spiritual lessons	1 Corinthians 15:35	C
945:37-38	85:2.2	Spiritual lessons	2 Corinthians 9:10	C
945:24-26	85:1.5	High places+	Deuteronomy 33:29	C
945:26-27	85:1.5	Holy mountains+	Deuteronomy 11:29	C
946:02-03	85:2.4	Holy groves+	Deuteronomy 16:21	C
947:16	85:4.2	Angels of fire	Deuteronomy 4:12	C
947:19-20	85:4.3	Thunder+	Deuteronomy 5:22	C
947:16	85:4.2	Angels of air	Ephesians 2:2	C
945:26-27	85:1.5	Holy mountains+	Exodus 3:1	C
945:26-27	85:1.5	Holy mountains+	Exodus 19:3	C
945:26-27	85:1.5	Holy mountains+	Exodus 24:12	C
946:23	85:3.3	Serpent worship+	Exodus 4:2	C
946:23	85:3.3	Serpent worship+	Exodus 7:9	C
946:38	85:3.4	Sacrificial lamb+	Exodus 12:3	C
946:38	85:3.4	Sacrificial lamb+	Exodus 34:20	C
947:16	85:4.2	Angels of fire	Exodus 3:2	C
947:16	85:4.2	Angels of fire	Exodus 13:21	C
947:16	85:4.2	Angels of fire	Exodus 19:18	C
947:17-19	85:4.3	Ominous clouds+	Exodus 16:10	C
947:17-19	85:4.3	Ominous clouds+	Exodus 19:9	C
947:17-19	85:4.3	Hail	Exodus 9:18	C
947:19-20	85:4.3	Thunder+	Exodus 9:23	C
947:48:50	85:5.3	Babies set adrift in boats	Exodus 3:2	C
947:17-19	85:4.3	Unwelcomed rain+	Ezekiel 38:22	C
947:26-28	85:4.4	Fire reverence+	Ezekiel 16:21	C
944:30-31	85:1.1	Jacob's stone	Genesis 28:18	C
944:31	85:1.1	Rachel's stones	Genesis 31:19	C
946:02-03	85:2.4	Holy groves+	Genesis 21:33	C
946:03-04	85:2.4	Tree of life	Genesis 3:22	C
946:03-04	85:2.4	Tree of life	Genesis 2:9	C
946:38	85:3.4	Sacrificial lamb+	Genesis 22:7	C
946:38-39	85:3.4	Dove of peace	Genesis 8:8	C
947:10	85:4.2	Rainbow	Genesis 9:9	C
947:16	85:4.2	Angels of air	Genesis 22:15	C
947:16	85:4.2	Angels of water	Genesis 16:7	C
947:17-19	85:4.3	Unwelcomed rain+	Genesis 7:4	C
945:26-27	85:1.5	Holy mountains+	Isaiah 2:2	C
945:26-27	85:1.5	Holy mountains+	Jeremiah 3:23	C
947:17-19	85:4.3	Unwelcomed rain+	Jeremiah 10:13	C
947:26-28	85:4.4	Fire reverence+	Jeremiah 32:35	C
945:26-27	85:1.5	Holy mountains+	John 4:20	C
946:23	85:3.3	Serpent worship+	John 3:14	C
946:38-39	85:3.4	Dove of peace	John 1:32	C
947:01-02	85:4.1	Baptism+	John 1:25	C
947:01-02	85:4.1	Baptism+	John 3:22	C
947:02-04	85:4.1	Troubled waters	John 5:2	C
947:16	85:4.2	Angels of water	John 5:4	C
945:09-10	85:1.3	Stone as witness	Joshua 24:27	C
947:16	85:4.2	Angels of fire	Judges 6:20	C
945:24-26	85:1.5	High places+	1 Kings 3:2	C
945:24-26	85:1.5	High places+	2 Kings 18:4	C
946:02-03	85:2.4	Holy groves+	2 Kings 17:9	C
946:23	85:3.3	Serpent worship+	2 Kings 18:4	C
947:26-28	85:4.4	Fire reverence+	2 Kings 16:3	C
947:17-19	85:4.3	Ominous clouds+	Lamentations 2:1	C
945:24-26	85:1.5	High places+	Leviticus 26:30	C
946:38	85:3.4	Sacrificial lamb+	Leviticus 4:32	C
946:38-39	85:3.4	Dove of peace	Leviticus 1:14	C
947:26-28	85:4.4	Fire reverence+	Leviticus 18:21	C
946:38-39	85:3.4	Dove of peace	Luke 3:22	C
947:01-02	85:4.1	Baptism+	Luke 3:3	C
947:26-28	85:4.4	Fire reverence+	2 Maccabees 1:18	C
947:26-28	85:4.4	Fire reverence (Hanuka)+	1 Maccabees 4:52	C
946:38-39	85:3.4	Dove of peace	Mark 1:10	C
947:01-02	85:4.1	Baptism+	Mark 1:4	C
946:38-39	85:3.4	Dove of peace	Matthew 3:16	C
946:38-39	85:3.4	Dove of peace	Matthew 10:16	C
947:01-02	85:4.1	Baptism+	Matthew 3:6	C
945:24-26	85:1.5	High places+	Numbers 21:28	C
945:24-26	85:1.5	High places+	Numbers 22:41	C
945:26-27	85:1.5	Holy mountains+	Numbers 10:33	C
946:23	85:3.3	Serpent worship+	Numbers 21:8	C
947:16	85:4.2	Angels of fire	Numbers 9:15	C
945:26-27	85:1.5	Holy mountains+	Psalms 74:2	C
945:26-27	85:1.5	Holy mountains+	Psalms 121:1	C
947:16	85:4.2	Angels of fire	Psalms 104:4	C
947:17-19	85:4.3	Hail	Psalms 18:12	C
946:03-04	85:2.4	Tree of life	Revelation 2:7	C
946:03-04	85:2.4	Tree of life	Revelation 22:2	C
947:17-19	85:4.3	Hail	Revelation 11:19	C
947:17-19	85:4.3	Unwelcomed rain+	1 Samuel 12:17	C
947:19-20	85:4.3	Thunder+	1 Samuel 7:10	C
947:19-20	85:4.3	Thunder+	2 Samuel 22:14	C
944:19-25	85:0.4	Worship God's works	Wisdom of Solomon 13:2	C
954:40-41	86:5.7	God "speaking" in dreams+	Daniel 1:17	C
954:44-41	86:5.7	Moses injunction about dreams	Deuteronomy 13:1	C
951:08-13	86:1.6	Race not to the swift	Ecclesiastes 9:11	R
953:06	86:4.3	(Italics) Breath of life	Genesis 2:7	R
953:06	86:4.3	Breath of life	Genesis 6:17	R
953:06	86:4.3	Breath of life	Genesis 7:15	R
954:08	86:5.2	Give up the ghost	Genesis 25:8	R
954:40-41	86:5.7	God "speaking" in dreams+	Genesis 20:3	C
954:40-41	86:5.7	God "speaking" in dreams+	Genesis 28:12	C
955:16	86:5.11	Soul crying from Abel's blood	Genesis 4:10	R
954:08	86:5.2	Give up the ghost	Jeremiah 15:9	R
954:40-41	86:5.7	God "speaking" in dreams+	Jeremiah 23:25	C
953:06	86:4.3	Breath of life	Job 33:4	R
954:08	86:5.2	Give up the ghost	Job 3:11	R
954:08	86:5.2	Give up the ghost	Job 13:19	R
954:08	86:5.2	Give up the ghost	John 19:30	R
955:03-05	86:5.9	Breath & spirit	John 20:22	C
954:08	86:5.2	Give up the ghost	Lamentations 1:19	R
955:17-18	86:5.11	Animal fat taboo	Leviticus 3:17	C
955:17-18	86:5.11	Animal fat taboo	Leviticus 7:22	C
953:41-43	86:4.8	Sheol+	Luke 16:17	C
955:19-20	86:5.11	Eyes are the windows of soul	Luke 11:34	C
954:40-41	86:5.7	God "speaking" in dreams+	Matthew 1:20	C
955:19-20	86:5.11	Eyes:are the windows of soul	Matthew 6:22	C
954:40-41	86:5.7	God "speaking" in dreams+	Numbers 12:6	C
955:05-06	86:5.9	By word of the Lord: creation	Psalms 33:6	R
954:40-41	86:5.7	God "speaking" in dreams+	1 Samuel 28:15	C
962:15-17	87:5.1	Unknown gods	Acts of the Apostles 17:22	R
964:37	87:6.5	Water baptism	Acts of the Apostles 1:5	C
965:11-12	87:6.9	Sacred vows and oaths+	2 Chronicles 15:12	C
962:34-38	87:5.4	Evil eye	Deuteronomy 15:9	C
962:34-38	87:5.4	Evil eye	Deuteronomy 28:54	C
965:11-12	87:6.9	Sacred vows and oaths+	Deuteronomy 29:12	C
965:11-12	87:6.9	Sacred vows and oaths+	Exodus 22:11	C
965:11-12	87:6.9	Sacred vows and oaths+	Genesis 31:13	C
964:37	87:6.5	Water baptism	John 1:25	C
964:37	87:6.5	Water baptism	John 3:22	C
965:12-13	87:6.9	Penalty for violating oaths	Judges 11:30	C
965:11-12	87:6.9	Sacred vows and oaths+	Leviticus 5:4	C
962:42	87:5.4	Deliver us from evil eye	Luke 11:4	R
964:37	87:6.5	Water baptism	Luke 3:3	C
962:34-38	87:5.4	Evil eye	Mark 7:22	C
964:37	87:6.5	Water baptism	Mark 1:4	C
962:42	87:5.4	Deliver us from evil eye	Matthew 6:13	R
964:37	87:6.5	Water baptism	Matthew 3:6	C
965:11-12	87:6.9	Sacred vows and oaths+	Numbers 6:2	C
965:11-12	87:6.9	Sacred vows and oaths+	Numbers 30:2	C
962:34-38	87:5.4	Evil eye	Proverbs 23:6	C
962:34-38	87:5.4	Evil eye	Proverbs 28:22	C
965:11-12	87:6.9	Sacred vows and oaths+	Psalms 105:9	C
968:02	88:1.5	Serpent reverence+ (Da 14:23-27)	Bel and the Dragon 1:23	C
968:11-12	88:1.6	Numbering the people+	1 Chronicles 21:1	R
968:11-12	88:1.6	Numbering the people+	1 Chronicles 27:23	R
969:17-19	88:2.5	No graven image of anything+	Deuteronomy 5:8	R
969:20-23	88:2.5	New fetishes	Deuteronomy 10:1	C
971:43-44	88:5.5	Name fetish	Deuteronomy 5:11	C
968:02	88:1.5	Serpent reverence+	Exodus 4:2	C
968:02	88:1.5	Serpent reverence+	Exodus 7:9	C
968:11-12	88:1.6	Numbering the people+	Exodus 30:12	R
969:03-04	88:2.3	Fetish hut elevated by Moses	Exodus 25:8	C
969:03-04	88:2.3	Fetish hut elevated by Moses	Exodus 33:7	C
969:03-04	88:2.3	Fetish hut elevated by Moses	Exodus 40:1	C
969:17-19	88:2.5	No graven image of anything+	Exodus 20:4	R
969:17-19	88:2.5	No graven image of anything+	Exodus 34:17	R
969:20-23	88:2.5	New fetishes	Exodus 37:1	C
969:20-23	88:2.5	New fetishes	Exodus 40:20	C
969:20-23	88:2.5	New fetishes	Exodus 25:10	C
971:43-44	88:5.5	Name fetish	Exodus 20:7	C
968:03	88:1.5	Snake: voice of evil spirits	Genesis 3:1	C
969:05-06	88:2.3	Stone set up as pillar	Genesis 28:22	R
969:20-23	88:2.5	New fetishes	Hebrews 9:4	C
969:37-39	88:2.7	Sacred book fetish	Isaiah 11:12	C
968:02	88:1.5	Serpent reverence+	John 3:14	C
968:02	88:1.5	Serpent reverence+	2 Kings 18:4	C
969:03-04	88:2.3	Fetish hut elevated by Moses	1 Kings 5:2	C
969:20-23	88:2.5	New fetishes	1 Kings 8:9	C
969:20-23	88:2.5	New fetishes	2 Kings 18:4	C
969:17-19	88:2.5	No graven image of anything+	Leviticus 26:1	R
971:43-44	88:5.5	Name fetish	Leviticus 19:12	C
971:43-44	88:5.5	Name fetish	Leviticus 24:11	C
968:02	88:1.5	Serpent reverence+	Numbers 21:8	C
969:37-39	88:2.7	Sacred book fetish	Revelation 7:1	C
968:11-12	88:1.6	Numbering the people+	2 Samuel 24:1	R
974:12-16	89:0.2	Sacrificial system+	Leviticus 1:1	C
974:24-27	89:1.1	Spirit-sanctioned taboos+	Leviticus 11:1	C
974:34-35	89:1.2	Fear of violating taboos+	Leviticus 10:1	C
975:05-07	89:1.4	10 Taboos	Exodus 20:3	C
975:05-07	89:1.4	10 Taboos	Deuteronomy 5:7	C
975:12-13	89:1.5	Pork taboos	Leviticus 11:7	C
975:32-34	89:2.1	Forbidden fruit	Genesis 2:17	C
975:32-34	89:2.1	Forbidden fruit	Genesis 3:2	C
975:32-34	89:2.1	"Thou shalt not"+	Exodus 20:4	C
975:32-34	89:2.1	"Thou shalt not"+	Deuteronomy 5:8	C
975:40-41	89:2.2	Death and sin	Romans 6:23	C
975:45-47	89:2.3	Believed first man was perfect	Genesis 1:27	C
975:45-47	89:2.3	Believed first man was perfect	Genesis 2:7	C
975:47-48	89:2.3	The fall of mankind+	Genesis 3:1	C
975:47-48	89:2.3	The fall of mankind+	Romans 5:12	C
976:03-04	89:2.4	Community calamity	Leviticus 26:14	C
976:11	89:2.5	Ritual confession: unclean+	Leviticus 13:45	C
976:16-17	89:3.1	Ritual fasting+	2 Samuel 12:16	C
976:16-17	89:3.1	Ritual fasting+	1 Kings 21:9	C
976:16-17	89:3.1	Ritual fasting+	Isaiah 58:3	C
976:16-17	89:3.1	Ritual fasting+	Matthew 9:14	C
976:16-17	89:3.1	Ritual fasting+	Mark 2:18	C
976:16-17	89:3.1	Ritual fasting+	Luke 5:33	C
976:25	89:3.2	Property seen as spiritual handicap	Acts of the Apostles 2:44	C
976:25-27	89:3.2	Property seen as spiritual handicap	1 Timothy 6:8	C
976:29-32	89:3.3	Poverty and penance+	Esther 4:1	C
976:29-32	89:3.3	Poverty and penance+	Genesis 37:34	C
976:29-32	89:3.3	Poverty and penance+	Isaiah 37:1	C
976:29-32	89:3.3	Poverty and penance+	Isaiah 58:3	C
976:29-32	89:3.3	Poverty and penance+	Jonah 3:5	C
976:29-32	89:3.3	Poverty and penance+	1 Kings 21:27	C
977:06	89:3.6	Marriage, the lesser evil	1 Corinthians 7:2	C
977:10-11	89:3.6	Man not touch woman	1 Corinthians 7:1	R
977:11	89:3.6	Paul would all men be as he	1 Corinthians 7:7	R
977:11-12	89:3.6	Good for singles & widows	1 Corinthians 7:8	R
977:14-15	89:3.6	Paul speaks by permission	1 Corinthians 7:6	R
977:46-49	89:4.3	Sweet savor in the nostrils of God+	Exodus 29:18	C
977:46-49	89:4.3	Sweet savor in the nostrils of God+	Genesis 8:21	C
977:46-49	89:4.3	Sweet savor in the nostrils of God+	Leviticus 1:9	C
977:46-49	89:4.3	Sweet savor in the nostrils of God+	Ephesians 5:2	C
977:46-49	89:4.3	Sweet savor in the nostrils of God+	2 Corinthians 2:15	C
977:46-49	89:4.3	Sweet savor in the nostrils of God+	Numbers 15:3	C
977:46-49	89:4.3	Sweet savor in the nostrils of God+	Numbers 15:14	C
978:30-31	89:4.8	Sacrificed best of everything+	Exodus 12:5	C
978:30-31	89:4.8	Sacrificed best of everything+	Exodus 29:1	C
978:30-31	89:4.8	Sacrificed best of everything+	Leviticus 1:3	C
978:30-31	89:4.8	Sacrificed best of everything+	1 Peter 1:19	C
978:37-38	89:4.10	Eating of sacrifices+	Leviticus 2:3	C
978:37-38	89:4.10	Eating of sacrifices+	Leviticus 6:16	C
980:27-28	89:6.2	Human sacrifice	Genesis 22:1	C
980:41-44	89:6.3	Jephthah's daughter	Judges 11:30	C
980:45	89:6.3	God of battles+	1 Chronicles 14:15	R
980:45	89:6.3	God of battles+	1 Samuel 17:47	R
980:45	89:6.3	God of battles+	2 Chronicles 20:15	R
980:45	89:6.3	God of battles+	2 Chronicles 32:8	R
980:45	89:6.3	God of battles+	Psalms 24:8	R
980:45	89:6.3	God of battles+	Deuteronomy 7:21	R
980:45	89:6.3	God of battles+	Deuteronomy 20:1	R
981:11-12	89:6.4	"Foundation" human sacrifice	Joshua 6:26	C
981:22-24	89:6.6	Laid foundation with first-born	1 Kings 16:34	R
981:26	89:6.6	By the word of the Lord	1 Kings 16:34	R
981:35	89:6.7	# 1 Life for life+	Exodus 21:23	R
981:35	89:6.7	# 2 Dust to dust	Genesis 3:14	R
981:35	89:6.7	# 2 Dust to dust	Ecclesiastes 3:20	R
981:35	89:6.7	# 2 Dust to dust	Job 34:15	R
981:36	89:6.8	Sacrificing Isaac	Genesis 22:1	C
981:44-45	89:7.1	God accepts substitutes+	Exodus 13:12	C
981:44-45	89:7.1	Substitutes and ransom+	Exodus 21:30	C
981:44-48	89:7.1	Sacrificial system+	Leviticus 27:1	C
982:05-06	89:7.2	Child sacrifice	Exodus 12:7	C
982:08-10	89:7.3	Floating children (Moses)	Exodus 2:1	C
982:46-47	89:8.2	Circumcision	Genesis 17:10	C
983:08-12	89:8.4	Covenant replaces fear+	Genesis 6:18	C
983:08-12	89:8.4	Covenant replaces fear+	Genesis 9:9	C
983:08-12	89:8.4	Covenant replaces fear+	Genesis 17:4	C
983:32-33	89:8.7	Prayer of a just man	James 5:16	C
983:32-33	89:8.7	Prayer of a just man	2 Chronicles 30:27	C
984:10	89:9.3	Blood of everlasting covenant	Hebrews 13:20	R
984:14-16	89:9.3	Jesus seen as a human sacrifice+	Ephesians 5:2	C
984:14-16	89:9.3	Jesus seen as a human sacrifice+	Colossians 1:14	C
984:14-16	89:9.3	Jesus seen as a human sacrifice+	1 Corinthians 5:7	C
984:14-16	89:9.3	Jesus seen as a human sacrifice+	Hebrews 9:11	C
984:14-16	89:9.3	Jesus seen as a human sacrifice+	Hebrews 10:1	C
984:14-16	89:9.3	Jesus seen as a human sacrifice+	Hebrews 13:12	C
984:14-16	89:9.3	Jesus seen as a human sacrifice+	Titus 2:14	C
984:14-16	89:9.3	Jesus seen as a human sacrifice+	1 Peter 1:18	C
984:17-18	89:9.4	Cult of the Sacrament	1 Corinthians 11:23	C
988:07-08	90:2.5	Astrology+	Amos 5:26	C
986:32-34	90:1.1	Seers+	1 Chronicles 29:29	C
988:05-07	90:2.5	When you hear sound of wind	1 Chronicles 14:15	R
988:07-08	90:2.5	Astrology+	Daniel 2:2	C
987:42-44	90:2.3	Witchcraft+	Deuteronomy 18:10	C
986:28-29	90:1.1	Shamans (priests)+	Exodus 2:16	C
986:28-29	90:1.1	Shamans (priests)+	Exodus 28:1	C
986:28-29	90:1.1	Shamans (priests)+	Exodus 29:4	C
987:42-44	90:2.3	Witchcraft+	Exodus 22:18	C
992:29-30	90:5.3	Purify tabernacle+	Exodus 29:41	C
992:29-30	90:5.3	Purify priests' garments+	Exodus 29:4	C
992:29-30	90:5.3	Sanctify tabernacle & area+	Exodus 29:41	C
992:29-30	90:5.3	Sanctify first born males+	Exodus 13:2	C
992:29-30	90:5.3	Sanctify by anointing+	Exodus 40:9	C
992:29-30	90:5.3	Sanctify people+	Exodus 19:10	C
992:38-39	90:5.4	Hereditary priesthood+	Exodus 29:29	C
992:38-39	90:5.4	Hereditary priesthood+	Hebrews 7:5	C
988:07-08	90:2.5	Astrology+	Isaiah 47:13	C
990:19	90:3.8	Arrows of the Almighty	Job 6:4	R
986:32-34	90:1.1	Seers+	2 Kings 17:13	C
992:29-30	90:5.3	Purify altar+	Leviticus 8:15	C
992:29-30	90:5.3	Cleanse congregation's sins+	Leviticus 4:13	C
992:29-30	90:5.3	Cleanse trespasses+	Leviticus 6:8	C
992:29-30	90:5.3	Purify woman after childbirth+	Leviticus 12:1	C
992:29-30	90:5.3	Cleanse leprosy+	Leviticus 14:2	C
992:29-30	90:5.3	Cleanse individual sins+	Leviticus 5:1	C
992:29-30	90:5.3	Sanctify by the Lord+	Leviticus 22:9	C
988:07-08	90:2.5	Astrology+	Matthew 2:7	C
988:22-24	90:2.7	Lucky stars	Matthew 2:2	C
992:43	90:5.5	Hold the keys of heaven	Matthew 16:19	R
986:28-29	90:1.1	Shamans (priests)+	Numbers 18:1	C
992:26	90:5.3	"Amen" as ritual+	Numbers 5:22	C
992:29-30	90:5.3	Purify (Red Heifer ritual)+	Numbers 19:1	C
992:29-30	90:5.3	Purify booty taken in war+	Numbers 31:12	C
990:19	90:3.8	Arrows of the Almighty	Psalms 38:1	R
992:26	90:5.3	"Selah" as ritual+	Psalms 3:2	C
986:32-34	90:1.1	Seers+	1 Samuel 9:8	C
986:32-34	90:1.1	Seers+	2 Samuel 15:27	C
987:42-44	90:2.3	Witchcraft+	1 Samuel 15:23	C
988:05-07	90:2.5	When you hear sound of wind	2 Samuel 5:24	R
988:09-11	90:2.5	Shamanesses	1 Samuel 28:7	C
1001:35-39	91:8.6	Personal prayer+	Luke 11:3	C
1001:35-39	91:8.6	Personal prayer+	Matthew 6:9	C
1011:32-33	92:6.6	God created heaven & earth+	Acts of the Apostles 14:15	C
1011:32-33	92:6.6	God created heaven & earth+	Acts of the Apostles 4:24	C
1009:32-33	92:5.8	One God+	1 Chronicles 17:20	C
1011:32	92:6.6	One God+	1 Chronicles 17:20	C
1011:32-33	92:6.6	God created heaven & earth+	2 Chronicles 2:12	C
1011:32-33	92:6.6	God created heaven & earth+	Colossians 1:16	C
1009:32-33	92:5.8	One God+	1 Corinthians 8:4	C
1011:32	92:6.6	One God+	1 Corinthians 8:4	C
1004:30-32	92:2.2	Altar of un-hewn stone+	Deuteronomy 27:5	R
1009:32-33	92:5.8	Hear, O Israel, one God+	Deuteronomy 6:4	R
1009:32-33	92:5.8	One God+	Deuteronomy 4:35	C
1009:33	92:5.8	Lord is God, none beside him	Deuteronomy 4:35	R
1011:32	92:6.6	One God+	Deuteronomy 6:4	C
1011:32	92:6.6	One God+	Deuteronomy 4:35	C
1009:32-33	92:5.8	One God+	Ephesians 4:6	C
1011:32	92:6.6	One God+	Ephesians 4:6	C
1004:30-32	92:2.2	Altar of un-hewn stone+	Exodus 20:25	R
1004:35-36	92:2.2	Roasted meat & bread+	Exodus 12:8	R
1011:32-33	92:6.6	God created heaven & earth+	Exodus 20:11	C
1011:32-33	92:6.6	God created heaven & earth+	Exodus 31:17	C
1009:32-33	92:5.8	One God+	Galatians 3:20	C
1011:32	92:6.6	One God+	Galatians 3:20	C
1004:18	92:1.5	God is a great fear+	Genesis 20:11	R
1004:18	92:1.5	God is a great fear+	Genesis 22:12	R
1011:32-33	92:6.6	God created heaven & earth+	Genesis 1:1	C
1011:32-33	92:6.6	God created heaven & earth+	Genesis 2:4	C
1009:32-33	92:5.8	One God+	Isaiah 44:6	C
1009:32-33	92:5.8	One God+	Isaiah 45:5	C
1009:32-33	92:5.8	One God+	Isaiah 37:16	C
1011:32	92:6.6	Lord God of hosts+	Isaiah 8:13	C
1011:32	92:6.6	O Lord of Hosts, you are God	Isaiah 37:16	R
1011:32	92:6.6	One God+	Isaiah 44:6	C
1011:32	92:6.6	One God+	Isaiah 45:5	C
1011:32	92:6.6	One God+	Isaiah 37:16	C
1011:32-33	92:6.6	God created heaven & earth+	Isaiah 37:16	C
1011:32-33	92:6.6	God created heaven & earth+	Isaiah 42:5	C
1011:32-33	92:6.6	God created heaven & earth+	Isaiah 45:12	C
1009:32-33	92:5.8	One God+	James 2:19	C
1011:32	92:6.6	One God+	James 2:19	C
1011:32	92:6.6	Lord God of hosts+	Jeremiah 35:17	C
1011:32-33	92:6.6	God created heaven & earth+	Jeremiah 10:11	C
1011:32-33	92:6.6	God created heaven & earth+	Jeremiah 32:17	C
1011:32-33	92:6.6	God created heaven & earth+	Jeremiah 51:15	C
1004:18	92:1.5	God is a great fear+	Job 1:1	R
1004:20	92:1.5	God is love	1 John 4:8	R
1009:32-33	92:5.8	One God+	John 17:3	C
1011:32	92:6.6	One God+	John 17:3	C
1006:03-04	92:3.4	Faith once delivered to saints	Jude 1:3	R
1009:32-33	92:5.8	One God+	2 Kings 19:19	C
1011:32	92:6.6	One God+	2 Kings 19:19	C
1011:32-33	92:6.6	God created heaven & earth+	2 Kings 19:15	C
1009:32-33	92:5.8	Hear, O Israel, one God+	Mark 12:29	R
1011:32	92:6.6	One God+	Mark 12:29	C
1009:32-33	92:5.8	One God+	Nehemiah 9:6	C
1011:32	92:6.6	One God+	Nehemiah 9:6	C
1011:32-33	92:6.6	God created heaven & earth+	Nehemiah 9:6	C
1009:32-33	92:5.8	One God+	Psalms 86:10	C
1011:32	92:6.6	Lord God of hosts+	Psalms 46:7	C
1011:32	92:6.6	One God+	Psalms 86:10	C
1011:32-33	92:6.6	God created heaven & earth+	Psalms 115:15	C
